ID,Url,Price,Name,Manufacturer,Image,Image_Url,Is_ATX12V,Efficiency,Modular,Dimensions
81,https://www.jimms.fi/fi/Product/Show/153579/ps-spr-0500nhsawe-1/thermaltake-500w-smart-rgb-atx-virtalahde-80-plus-musta,54,500w smart rgb,Thermaltake,PSU_251755-ig800gg.jpg,https://ic.jimms.fi/product/5/4/251755-ig800gg.jpg,True,87%,False,Atx
82,https://www.jimms.fi/fi/Product/Show/172898/bn294/be-quiet-600w-pure-power-11-atx-virtalahde-80-plus-gold-musta,98.9,600w pure power 11,be quiet!,PSU_339009-ig800gg.jpg,https://ic.jimms.fi/product/0/0/339009-ig800gg.jpg,,Gold,No,120mm
83,https://www.jimms.fi/fi/Product/Show/184936/sst-ha850r-pm/silverstone-850w-hela-850r-platinum-atx-virtalahde-pcie-5-0-cybenetics-platinum-musta,249,850w hela 850r platinum,SilverStone,PSU_401671-ig800gg.jpg,https://ic.jimms.fi/product/7/8/401671-ig800gg.jpg,,≥89% & <91% overall efficiency,Modular,150 x 86 x 150 mm
84,https://www.jimms.fi/fi/Product/Show/186345/vertex-px-750/seasonic-750w-vertex-px-750-atx-virtalahde-80-plus-platinum-musta,239.9,750w vertex px-750,Seasonic,PSU_409460-ig800gg.jpg,https://ic.jimms.fi/product/6/9/409460-ig800gg.jpg,,Platinum,Modular,Mm
85,https://www.jimms.fi/fi/Product/Show/172821/220-gt-0750-y2/evga-750w-supernova-750-gt-modulaarinen-atx-virtalahde-80-plus-gold-musta,149.9,750w supernova 750 gt,EVGA,PSU_339451-ig800gg.jpg,https://ic.jimms.fi/product/5/8/339451-ig800gg.jpg,,Tba,Fully modular,750w @ 50°c
86,https://www.jimms.fi/fi/Product/Show/186331/ps-tpd-1000fnfage-4/thermaltake-1000w-toughpower-gf3-tt-premium-edition-atx-virtalahde-pcie-5-0-80-plus-gold-musta,229.9,1000w toughpower gf3 - tt premium edition,Thermaltake,PSU_409314-ig800gg.jpg,https://ic.jimms.fi/product/1/5/409314-ig800gg.jpg,,Täyttää 80 plus gold -vaatimukset @ 115vac sisääntulolla,Modular,150 x 86 x 160 mm
87,https://www.jimms.fi/fi/Product/Show/168669/mpy-550v-afbag-eu/cooler-master-550w-v550-gold-v2-modulaarinen-atx-virtalahde-80-plus-gold-musta,92,550w v550 gold v2,Cooler Master,PSU_317315-ig800gg.jpg,https://ic.jimms.fi/product/1/4/317315-ig800gg.jpg,,90% @ typically,Fully modular,160 x 150 x 86 mm
88,https://www.jimms.fi/fi/Product/Show/137189/ssr-1300pd/seasonic-1300w-prime-px-1300-platinum-modulaarinen-atx-virtalahde-80-plus-platinum,339.9,1300w prime px-1300 platinum,Seasonic,PSU_185957-ig800gg.jpg,https://ic.jimms.fi/product/5/2/185957-ig800gg.jpg,True,,Fully modular,170 x 150 x 86 mm
89,https://www.jimms.fi/fi/Product/Show/168666/mpe-5501-afaag-eu/cooler-master-550w-mwe-gold-550-v2-modulaarinen-atx-virtalahde-80-plus-gold-musta,97.9,550w mwe gold 550 v2,Cooler Master,PSU_317300-ig800gg.jpg,https://ic.jimms.fi/product/0/9/317300-ig800gg.jpg,,90% @ typically,Fully modular,160 x 150 x 86 mm
90,https://www.jimms.fi/fi/Product/Show/153577/ps-spr-0700nhsawe-1/thermaltake-700w-smart-rgb-atx-virtalahde-80-plus-musta,75.9,700w smart rgb,Thermaltake,PSU_251749-ig800gg.jpg,https://ic.jimms.fi/product/4/0/251749-ig800gg.jpg,True,87%,False,Atx
91,https://www.jimms.fi/fi/Product/Show/190106/bn335/be-quiet-1000w-dark-power-13-atx-virtalahde-pcie-5-0-80-plus-titanium-musta,329.9,1000w dark power 13,be quiet!,PSU_428166-ig800gg.jpg,https://ic.jimms.fi/product/6/3/428166-ig800gg.jpg,,Titanium,Yes,135 mm
92,https://www.jimms.fi/fi/Product/Show/192929/r-pxc00g-fc0b-eu/deepcool-1200w-px1200g-atx-virtalahde-80-plus-gold-musta,244.9,1200w px1200g,DeepCool,PSU_443365-ig800gg.jpg,https://ic.jimms.fi/product/6/4/443365-ig800gg.jpg,True,80 plus gold / cybenetics platinum,Modular,150 x 160 x 86 mm
93,https://www.jimms.fi/fi/Product/Show/164163/90ye00a3-b0na00/asus-rog-strix-850w-modulaarinen-atx-virtalahde-80-plus-gold-musta,184.9,Rog strix 850w,Asus,PSU_294813-ig800gg.jpg,https://ic.jimms.fi/product/1/6/294813-ig800gg.jpg,,80 plus gold,Modular,"16 x 15 x 8,6 cm"
94,https://www.jimms.fi/fi/Product/Show/181759/sp750w/lian-li-750w-sp750-modulaarinen-sfx-virtalahde-80-plus-gold-valkoinen,134.9,750w sp750,Lian Li,PSU_384939-ig800gg.jpg,https://ic.jimms.fi/product/3/0/384939-ig800gg.jpg,True,80 plus gold,,"125 x 63,5 x 100mm"
95,https://www.jimms.fi/fi/Product/Show/196007/sst-da750r-gm/silverstone-750w-da750r-gold-modulaarinen-atx-virtalahde-80-plus-gold-musta,144.9,750w da750r gold,SilverStone,PSU_461091-ig800gg.jpg,https://ic.jimms.fi/product/9/8/461091-ig800gg.jpg,,>/= 87 % & < 89 %,Modular,150 x 86 x 140 mm
96,https://www.jimms.fi/fi/Product/Show/193609/r-pxc00g-fc0w-eu/deepcool-1200w-px1200g-atx-virtalahde-80-plus-gold-valkoinen,249.9,1200w px1200g,DeepCool,PSU_447162-ig800gg.jpg,https://ic.jimms.fi/product/6/7/447162-ig800gg.jpg,True,80 plus gold / cybenetics platinum,Modular,150 x 160 x 86 mm
97,https://www.jimms.fi/fi/Product/Show/191376/mpe-a501-afcag-3eu/cooler-master-1050w-mwe-gold-1050-v2-atx-virtalahde-pcie-5-0-80-plus-gold-musta,269.9,1050w mwe gold 1050 - v2,Cooler Master,PSU_435764-ig800gg.jpg,https://ic.jimms.fi/product/6/5/435764-ig800gg.jpg,,>/= 90 % @ typical load,Fully modular,180 x 150 x 86 mm
98,https://www.jimms.fi/fi/Product/Show/157615/4711173874164/seasonic-1000w-prime-px-1000-modulaarinen-atx-virtalahde-80plus-platinum,299.9,1000w prime px-1000,Seasonic,PSU_267849-ig800gg.jpg,https://ic.jimms.fi/product/4/0/267849-ig800gg.jpg,True,Platinum,Fully modular,170 x 150 x 86 mm
99,https://www.jimms.fi/fi/Product/Show/186328/ps-tpd-0750fnfage-4/thermaltake-750w-toughpower-gf3-tt-premium-edition-atx-virtalahde-pcie-5-0-80-plus-gold-musta,189.9,750w toughpower gf3 - tt premium edition,Thermaltake,PSU_409300-ig800gg.jpg,https://ic.jimms.fi/product/0/9/409300-ig800gg.jpg,,Täyttää 80 plus gold -vaatimukset @ 115vac sisääntulolla,Modular,150 x 86 x 160 mm
100,https://www.jimms.fi/fi/Product/Show/176367/bn239/be-quiet-600w-sfx-l-power-modulaarinen-sfx-virtalahde-80-plus-gold-musta,139.9,600w sfx l power,be quiet!,PSU_356356-ig800gg.jpg,https://ic.jimms.fi/product/5/3/356356-ig800gg.jpg,,Gold,Yes,120mm
101,https://www.jimms.fi/fi/Product/Show/193776/bn336/be-quiet-750w-straight-power-12-atx-3-0-virtalahde-80-plus-platinum-musta,189.9,750w straight power 12,be quiet!,PSU_448010-ig800gg.jpg,https://ic.jimms.fi/product/1/9/448010-ig800gg.jpg,,Platinum,Yes,135 mm
102,https://www.jimms.fi/fi/Product/Show/171027/mpe-8501-acaag-eu/cooler-master-850w-mwe-gold-850-v2-atx-virtalahde-80-plus-gold-musta,125.9,850w mwe gold 850 v2,Cooler Master,PSU_328698-ig800gg.jpg,https://ic.jimms.fi/product/9/1/328698-ig800gg.jpg,,90% typical load,No,140 x 150 x 86 mm
103,https://www.jimms.fi/fi/Product/Show/186347/vertex-px-1000/seasonic-1000w-vertex-px-1000-atx-virtalahde-80-plus-platinum-musta,299.9,1000w vertex px-1000,Seasonic,PSU_409475-ig800gg.jpg,https://ic.jimms.fi/product/7/4/409475-ig800gg.jpg,,Platinum,Modular,Mm
104,https://www.jimms.fi/fi/Product/Show/184054/mpg-8501-afbap-xeu/cooler-master-850w-xg850-plus-modulaarinen-atx-virtalahde-80-plus-platinum-musta,219.9,850w xg850 plus,Cooler Master,PSU_397105-ig800gg.jpg,https://ic.jimms.fi/product/0/4/397105-ig800gg.jpg,,92% typical load,Fully modular,160 x 150 x 86 mm
105,https://www.jimms.fi/fi/Product/Show/183465/sst-gm600-s/silverstone-600-600w-gm600-s-gemini-series-mini-redundant-virtalahde-cybenetics-silver,699,600 + 600w gm600-s gemini series,SilverStone,PSU_394476-ig800gg.jpg,https://ic.jimms.fi/product/7/3/394476-ig800gg.jpg,,85 % ~ 87 % yhdellä modulaarisella virtalähteellä,,"150 x 86 x 199 mm - kotelointi ilman brackettia; 150 x 86 x 212 mm - kotelointi bracketin kanssa, ilman kahvaa; 140 x 40 x 175 mm - pelkkä moduuli, ilman kahvaa"
106,https://www.jimms.fi/fi/Product/Show/188135/mpg-a850g-pcie5/msi-850w-mpg-a850g-pcie5-atx-virtalahde-pcie-5-0-80-plus-gold-musta-hopea,159.9,850w mpg a850g pcie5,MSI,PSU_418952-ig800gg.jpg,https://ic.jimms.fi/product/5/7/418952-ig800gg.jpg,,80 plus gold (jopa 90 %),Fully modular,135 mm
107,https://www.jimms.fi/fi/Product/Show/124395/sst-st30sf-v-2-0/silverstone-300w-st30sf-v2-0-sfx-virtalahde-80-plus-bronze,64.9,300w st30sf v2.0 sfx -virtalähde,SilverStone,PSU_148824-ig800gg.jpg,https://ic.jimms.fi/product/2/5/148824-ig800gg.jpg,,82~85% (20%-100% kuorma),,125 x 63.5 x 100mm
108,https://www.jimms.fi/fi/Product/Show/191245/cp-9020264-eu/corsair-1000w-rm1000e-atx-virtalahde-pcie-5-0-valmis-80-plus-gold-musta,189.9,1000w rm1000e,Corsair,PSU_434338-ig800gg.jpg,https://ic.jimms.fi/product/3/1/434338-ig800gg.jpg,True,Tba,Modular,150 x 140 x 86 mm
109,https://www.jimms.fi/fi/Product/Show/183148/r-pf700d-ha0b-eu/deepcool-700w-pf700-atx-virtalahde-80-plus-musta,69.9,700w pf700,DeepCool,PSU_392708-ig800gg.jpg,https://ic.jimms.fi/product/0/1/392708-ig800gg.jpg,,80 plus white,False,150 x 140 x 86 mm
110,https://www.jimms.fi/fi/Product/Show/170584/sst-sx300-b/silverstone-300w-sx300-b-sfx-virtalahde-80-plus-bronze-musta,69.9,300w sx300-b,SilverStone,PSU_326397-ig800gg.jpg,https://ic.jimms.fi/product/9/2/326397-ig800gg.jpg,,82 % ~ 85 % (20 % to 100 % kuormituksella),,"125 x 63,5 x 100 mm"
111,https://www.jimms.fi/fi/Product/Show/169765/et750-b-v1-1/silverstone-750w-essential-series-et750-b-v1-1-atx-virtalahde-80-plus-bronze-musta,82,750w essential series et750-b v1.1,SilverStone,PSU_322675-ig800gg.jpg,https://ic.jimms.fi/product/7/4/322675-ig800gg.jpg,,80 plus bronze -sertifioitu,False,150 x 86 x 140 mm
112,https://www.jimms.fi/fi/Product/Show/196840/ps-spd-0650mnfabe-3/thermaltake-650w-smart-bm3-bronze-tt-premium-edition-semimodulaarinen-atx-virtalahde-80-plus-bronze-musta,114.9,650w smart bm3 bronze - tt premium edition,Thermaltake,PSU_466022-ig800gg.jpg,https://ic.jimms.fi/product/2/7/466022-ig800gg.jpg,,Täyttää 80 plus bronze -vaatimukset @ 115vac sisääntulolla,Modular,150 x 86 x 140 mm
113,https://www.jimms.fi/fi/Product/Show/189057/gp-ud1000gm-pg5-2-0/gigabyte-1000w-ud1000gm-pg5-rev-2-0-atx-virtalahde-pcie-5-0-80-plus-gold-musta,189.9,1000w ud1000gm pg5 (rev. 2.0),Gigabyte,PSU_423626-ig800gg.jpg,https://ic.jimms.fi/product/2/3/423626-ig800gg.jpg,,Gold,Modular,150 x 140 x 86 mm
114,https://www.jimms.fi/fi/Product/Show/183507/rog-thor-1200p2-gaming/asus-1200w-rog-thor-platinum-ii-atx-virtalahde-pcie-5-0-valmis-80-plus-platinum-musta-hopea,419.9,1200w rog thor platinum ii,Asus,PSU_394715-ig800gg.jpg,https://ic.jimms.fi/product/1/4/394715-ig800gg.jpg,True,80plus platinum,Modular,190 x 150 x 86 mm
115,https://www.jimms.fi/fi/Product/Show/121342/sst-st70f-es230/silverstone-700w-strider-essential-st70f-es230-atx-virtalahde-musta,69.9,700w strider essential st70f-es230,SilverStone,PSU_141305-ig800gg.jpg,https://ic.jimms.fi/product/0/4/141305-ig800gg.jpg,True,82 ~ 85% @ 20 ~ 100 % kuormituksella,False,150 x 86 x 140 mm
116,https://www.jimms.fi/fi/Product/Show/190330/sst-ha1300r-pm/silverstone-1300w-hela-1300r-platinum-atx-virtalahde-pcie-5-0-cybenetics-platinum-musta,329.9,1300w hela 1300r platinum,SilverStone,PSU_429265-ig800gg.jpg,https://ic.jimms.fi/product/6/4/429265-ig800gg.jpg,,≥89 % & <91 % overall efficiency,Modular,150 x 86 x 140 mm
117,https://www.jimms.fi/fi/Product/Show/194000/sst-sx1000r-pl/silverstone-1000w-sx1000r-platinum-sfx-virtalahde-pcie-5-0-cybenetics-platinum-musta,319.9,1000w sx1000r platinum,SilverStone,PSU_449505-ig800gg.jpg,https://ic.jimms.fi/product/0/4/449505-ig800gg.jpg,,89% ~ 91% overall efficiency,,"125 x 63,5 x 130 mm"
118,https://www.jimms.fi/fi/Product/Show/172803/220-g6-1000-x2/evga-1000w-supernova-g6-modulaarinen-atx-virtalahde-80-plus-gold-musta,249.9,1000w supernova g6,EVGA,PSU_340310-ig800gg.jpg,https://ic.jimms.fi/product/1/9/340310-ig800gg.jpg,,Tba,Fully modular,1000w
119,https://www.jimms.fi/fi/Product/Show/172908/bn319/be-quiet-750w-pure-power-11-fm-modulaarinen-atx-virtalahde-80-plus-gold-musta,125.9,750w pure power 11 fm,be quiet!,PSU_339061-ig800gg.jpg,https://ic.jimms.fi/product/6/8/339061-ig800gg.jpg,,Gold,Yes,120mm
120,https://www.jimms.fi/fi/Product/Show/186342/vertex-gx-850/seasonic-850w-vertex-gx-850-atx-virtalahde-pcie-5-0-80-plus-gold-musta,199.9,850w vertex gx-850,Seasonic,PSU_409448-ig800gg.jpg,https://ic.jimms.fi/product/4/1/409448-ig800gg.jpg,,Gold,Modular,160 x 150 x 86 mm
121,https://www.jimms.fi/fi/Product/Show/193239/focus-gx-1000-atx30/seasonic-1000w-focus-gx-1000-atx-3-0-virtalahde-80-plus-gold-musta,219.9,1000w focus gx-1000 atx 3.0 -virtalähde,Seasonic,PSU_458099-ig800gg.jpg,https://ic.jimms.fi/product/9/0/458099-ig800gg.jpg,,Gold,Fully modular,140 x 150 x 86 mm
122,https://www.jimms.fi/fi/Product/Show/140902/ps-trs-0600npcweu-2/thermaltake-600w-tr2-s-atx-virtalahde-80-plus-musta,63,600w tr2 s,Thermaltake,PSU_200003-ig800gg.jpg,https://ic.jimms.fi/product/0/6/200003-ig800gg.jpg,True,"Väh. 85/82/82 % @ 50/20/100 % kuormalla, 80 plus 230v eu -sertifikaatti",False,
123,https://www.jimms.fi/fi/Product/Show/193608/r-pxa00g-fc0w-eu/deepcool-1000w-px1000g-atx-virtalahde-80-plus-gold-valkoinen,209.9,1000w px1000g,DeepCool,PSU_447154-ig800gg.jpg,https://ic.jimms.fi/product/5/5/447154-ig800gg.jpg,True,80 plus gold / cybenetics platinum,Modular,150 x 160 x 86 mm
124,https://www.jimms.fi/fi/Product/Show/140909/w0393re/thermaltake-630w-berlin-atx-virtalahde-80-plus-bronze-musta,69.9,630w berlin,Thermaltake,PSU_200065-ig800gg.jpg,https://ic.jimms.fi/product/6/4/200065-ig800gg.jpg,,"Väh. 85/82/82 % @ 50/20/100 % kuormalla, 80 plus bronze -sertifikaatti",False,
125,https://www.jimms.fi/fi/Product/Show/175227/ps-tpd-0850f3fage-1/thermaltake-850w-toughpower-gf1-argb-tt-premium-edition-modulaarinen-atx-virtalahde-80-plus-gold-musta,184,850w toughpower gf1 argb - tt premium edition,Thermaltake,PSU_350461-ig800gg.jpg,https://ic.jimms.fi/product/6/8/350461-ig800gg.jpg,,Täyttää 80 plus gold @ 115vac sisääntulolla,Modular,150 x 86 x 160 mm
126,https://www.jimms.fi/fi/Product/Show/168658/mpe-7501-acabw-beu/cooler-master-750w-mwe-750-bronze-v2-atx-virtalahde-80-plus-bronze-musta,89,750w mwe 750 bronze v2,Cooler Master,PSU_317274-ig800gg.jpg,https://ic.jimms.fi/product/7/5/317274-ig800gg.jpg,,88% @ typically,Ei modulaarinen,140 x 150 x 86 mm
127,https://www.jimms.fi/fi/Product/Show/191518/90ye00s2-b0na00/asus-850w-tuf-gaming-gold-atx-virtalahde-80-plus-gold-musta,149.9,850w tuf gaming gold,Asus,PSU_436660-ig800gg.jpg,https://ic.jimms.fi/product/6/9/436660-ig800gg.jpg,True,80 plus gold,Modular,150 x 150 x 86 mm
128,https://www.jimms.fi/fi/Product/Show/190857/bn341/be-quiet-550w-pure-power-12-m-atx-virtalahde-pcie-5-0-80-plus-gold-musta,106.9,550w pure power 12 m,be quiet!,PSU_432080-ig800gg.jpg,https://ic.jimms.fi/product/8/9/432080-ig800gg.jpg,,Gold,Yes,120 mm
129,https://www.jimms.fi/fi/Product/Show/194042/kl-r1000fg/kolink-1000w-regulator-atx-virtalahde-80-plus-gold-musta,139.9,1000w regulator,Kolink,PSU_465795-ig800gg.jpg,https://ic.jimms.fi/product/9/4/465795-ig800gg.jpg,True,Tba,Modular,140 x 86 x 150 mm
130,https://www.jimms.fi/fi/Product/Show/196880/mpx-8503-afag-2beu/cooler-master-850w-gx-ii-gold-850-atx-virtalahde-80-plus-gold-musta,154.9,850w gx ii gold 850,Cooler Master,PSU_466297-ig800gg.jpg,https://ic.jimms.fi/product/9/2/466297-ig800gg.jpg,,>/= 90 % @ typical load,Fully modular,160 x 150 x 86 mm
131,https://www.jimms.fi/fi/Product/Show/153199/focus-gx-550/seasonic-550w-focus-gx-550-modulaarinen-atx-virtalahde-80-plus-gold-musta,114.9,550w focus gx-550,Seasonic,PSU_250131-ig800gg.jpg,https://ic.jimms.fi/product/3/8/250131-ig800gg.jpg,True,Tba,Fully modular,140 x 150 x 86 mm
132,https://www.jimms.fi/fi/Product/Show/130880/kl-c700/kolink-700w-core-kl-c700-atx-virtalahde-80-plus,44.9,700w core kl-c700 atx-virtalähde,Kolink,PSU_167911-ig800gg.jpg,https://ic.jimms.fi/product/1/8/167911-ig800gg.jpg,,80+,False,120mm
133,https://www.jimms.fi/fi/Product/Show/150444/sst-st1200-pts/silverstone-1200w-strider-platinum-series-st1200-pts-modulaarinen-atx-virtalahde-80-plus-platinum-musta,289.9,1200w strider platinum series st1200-pts,SilverStone,PSU_238409-ig800gg.jpg,https://ic.jimms.fi/product/0/0/238409-ig800gg.jpg,,89% ~ 92% @ 20% ~ 100% kuormalla,Modular,150 x 86 x 140 mm
134,https://www.jimms.fi/fi/Product/Show/158453/bn307/be-quiet-750w-straight-power-11-modulaarinen-atx-virtalahde-80-plus-platinum-musta,170,750w straight power 11,be quiet!,PSU_271999-ig800gg.jpg,https://ic.jimms.fi/product/9/0/271999-ig800gg.jpg,,Platinum,Yes,135mm
135,https://www.jimms.fi/fi/Product/Show/186551/sst-st75f-pb/silverstone-750w-st75f-pb-modulaarinen-atx-virtalahde-80-plus-bronze-musta,104.9,750w st75f-pb,SilverStone,PSU_410468-ig800gg.jpg,https://ic.jimms.fi/product/6/1/410468-ig800gg.jpg,,82 % ~ 85 % at 20 % ~ 100 % kuormalla,Modular,150 x 86 x 140 mm
136,https://www.jimms.fi/fi/Product/Show/126227/ssr-600tl/seasonic-600w-prime-fanless-600w-titanium-tuulettimeton-virtalahde-80plus-titanium,259.9,600w prime fanless 600w titanium,Seasonic,PSU_182588-ig800gg.jpg,https://ic.jimms.fi/product/8/1/182588-ig800gg.jpg,,80plus titanium,Fully modular,170 x 150 x 86 mm
137,https://www.jimms.fi/fi/Product/Show/184752/g12-gm-650/seasonic-650w-g12-gm-semimodulaarinen-atx-virtalahde-80-plus-gold-musta,99.9,650w g12 gm,Seasonic,PSU_400686-ig800gg.jpg,https://ic.jimms.fi/product/8/3/400686-ig800gg.jpg,True,Gold,Semi modular,140 x 150 x 86 mm
138,https://www.jimms.fi/fi/Product/Show/186443/bn329/be-quiet-750w-system-power-10-atx-virtalahde-80-plus-bronze-musta,92.9,750w system power 10,be quiet!,PSU_409964-ig800gg.jpg,https://ic.jimms.fi/product/6/5/409964-ig800gg.jpg,,Bronze,-,120 mm
139,https://www.jimms.fi/fi/Product/Show/193240/focus-gx-850-atx30/seasonic-850w-focus-gx-850-atx-3-0-virtalahde-80-plus-gold-musta,179.9,850w focus gx-850 atx 3.0 -virtalähde,Seasonic,PSU_458093-ig800gg.jpg,https://ic.jimms.fi/product/9/6/458093-ig800gg.jpg,,Gold,Fully modular,140 x 150 x 86 mm
140,https://www.jimms.fi/fi/Product/Show/170644/bn315/be-quiet-850w-dark-power-12-modulaarinen-atx-virtalahde-80-plus-titanium-musta,259.9,850w dark power 12,be quiet!,PSU_326646-ig800gg.jpg,https://ic.jimms.fi/product/4/3/326646-ig800gg.jpg,,Titanium,Yes,135mm
141,https://www.jimms.fi/fi/Product/Show/142349/bn248/be-quiet-700w-system-power-9-atx-virtalahde-80-plus-bronze-musta,89,700w system power 9,be quiet!,PSU_206405-ig800gg.jpg,https://ic.jimms.fi/product/0/4/206405-ig800gg.jpg,,Bronze,No,140 x 150 x 86 mm
142,https://www.jimms.fi/fi/Product/Show/190114/mpz-b001-sfap-beu/cooler-master-1100w-v-sfx-platinum-1100-sfx-virtalahde-pcie-5-0-80-plus-platinum-musta,469.9,1100w v sfx platinum 1100,Cooler Master,PSU_428258-ig800gg.jpg,https://ic.jimms.fi/product/5/1/428258-ig800gg.jpg,,≥ 92% @ typical load,Fully modular,"100 x 125 x 63,5 mm"
143,https://www.jimms.fi/fi/Product/Show/193777/bn337/be-quiet-850w-straight-power-12-atx-3-0-virtalahde-80-plus-platinum-musta,209.9,850w straight power 12,be quiet!,PSU_448017-ig800gg.jpg,https://ic.jimms.fi/product/1/2/448017-ig800gg.jpg,,Platinum,Yes,135 mm
144,https://www.jimms.fi/fi/Product/Show/192928/r-pxa00g-fc0b-eu/deepcool-1000w-px1000g-atx-virtalahde-80-plus-gold-musta,199.9,1000w px1000g,DeepCool,PSU_443357-ig800gg.jpg,https://ic.jimms.fi/product/5/2/443357-ig800gg.jpg,True,80 plus gold / cybenetics platinum,Modular,150 x 160 x 86 mm
145,https://www.jimms.fi/fi/Product/Show/155595/kl-700v2/kolink-700w-classic-power-atx-virtalahde-80-plus-bronze-musta,69.9,700w classic power,Kolink,PSU_259689-ig800gg.jpg,https://ic.jimms.fi/product/8/0/259689-ig800gg.jpg,,80 plus bronze 230v eu,False,160 x 150 x 86 mm
146,https://www.jimms.fi/fi/Product/Show/167266/acpw-ar65aec-11/aerocool-650w-aero-white-atx-virtalahde-80-plus-white-musta,59.9,650w aero white,Aerocool,PSU_310371-ig800gg.jpg,https://ic.jimms.fi/product/7/8/310371-ig800gg.jpg,True,"Maks. 87 % @ 50 % kuormalla, 80 plus -sertifikaatti",False,150 x 86 x 140 mm
147,https://www.jimms.fi/fi/Product/Show/196886/mpx-c503-afag-beu/cooler-master-1250w-gx-iii-gold-1250-atx-virtalahde-80-plus-gold-musta,289.9,1250w gx iii gold 1250,Cooler Master,PSU_466344-ig800gg.jpg,https://ic.jimms.fi/product/4/5/466344-ig800gg.jpg,,>/= 90 % @ typical load,Fully modular,160 x 150 x 86 mm
148,https://www.jimms.fi/fi/Product/Show/186441/bn327/be-quiet-550w-system-power-10-atx-virtalahde-80-plus-bronze-musta,68.9,550w system power 10,be quiet!,PSU_409957-ig800gg.jpg,https://ic.jimms.fi/product/5/2/409957-ig800gg.jpg,,Bronze,-,120 mm
149,https://www.jimms.fi/fi/Product/Show/173541/sp750/lian-li-750w-sp750-modulaarinen-sfx-virtalahde-80-plus-gold-musta,129.9,750w sp750,Lian Li,PSU_342403-ig800gg.jpg,https://ic.jimms.fi/product/0/6/342403-ig800gg.jpg,True,80 plus gold,,"125 x 63,5 x 100mm"
150,https://www.jimms.fi/fi/Product/Show/166180/306-7zp0b11-ce0/msi-750w-mpg-a750gf-modulaarinen-atx-virtalahde-80-plus-gold-musta,159.9,750w mpg a750gf,MSI,PSU_304623-ig800gg.jpg,https://ic.jimms.fi/product/2/6/304623-ig800gg.jpg,,Jopa 90% (80 plus gold),Modular,140mm
151,https://www.jimms.fi/fi/Product/Show/167108/sst-sx800-lti-v1-2/silverstone-800w-sx800-lti-v1-2-sfx-l-virtalahde-80-plus-titanium-musta,229.9,800w sx800-lti v1.2,SilverStone,PSU_309307-ig800gg.jpg,https://ic.jimms.fi/product/0/2/309307-ig800gg.jpg,True,90 ~ 94% @ 10 ~ 100 % kuormituksella,,"125 x 63,5 x 130 mm"
152,https://www.jimms.fi/fi/Product/Show/150443/sst-st1000-pts/silverstone-1000w-strider-platinum-series-st1000-pts-modulaarinen-atx-virtalahde-80-plus-platinum-musta,249,1000w strider platinum series st1000-pts,SilverStone,PSU_238401-ig800gg.jpg,https://ic.jimms.fi/product/0/8/238401-ig800gg.jpg,,89% ~ 92% @ 20% ~ 100% kuormalla,Modular,150 x 86 x 140 mm
153,https://www.jimms.fi/fi/Product/Show/168632/mpy-5501-sfhagv-eu/cooler-master-550w-v550-sfx-gold-modulaarinen-sfx-virtalahde-80-plus-gold-musta,116.9,550w v550 sfx gold,Cooler Master,PSU_317140-ig800gg.jpg,https://ic.jimms.fi/product/4/9/317140-ig800gg.jpg,,90% @ typical load,Fully modular,"100 x 125 x 63,5 mm"
154,https://www.jimms.fi/fi/Product/Show/190653/ey7a005/endorfy-600w-vero-l5-bronze-atx-virtalahde-80-plus-bronze-musta,59.9,600w vero l5 bronze,Endorfy,PSU_431076-ig800gg.jpg,https://ic.jimms.fi/product/7/3/431076-ig800gg.jpg,,80 plus bronze,False,87 x 140 x 150 mm
155,https://www.jimms.fi/fi/Product/Show/172904/bn299/be-quiet-700w-pure-power-11-cm-semimodulaarinen-atx-virtalahde-80-plus-gold-musta,114.9,700w pure power 11 cm,be quiet!,PSU_339044-ig800gg.jpg,https://ic.jimms.fi/product/4/5/339044-ig800gg.jpg,,Gold,Yes,120mm
156,https://www.jimms.fi/fi/Product/Show/192082/90ye00n2-b0na00/asus-850w-rog-loki-sfx-l-platinum-white-edition-sfx-l-virtalahde-80-plus-platinum-valkoinen-hopea,279.9,850w rog loki sfx-l platinum white edition,Asus,PSU_439883-ig800gg.jpg,https://ic.jimms.fi/product/8/6/439883-ig800gg.jpg,,80 plus platinum,,"125 x 125 x 63,5 mm"
157,https://www.jimms.fi/fi/Product/Show/194039/kl-r750fg/kolink-750w-regulator-atx-virtalahde-80-plus-gold-musta,99.9,750w regulator,Kolink,PSU_465779-ig800gg.jpg,https://ic.jimms.fi/product/7/0/465779-ig800gg.jpg,True,Tba,Modular,140 x 86 x 150 mm
158,https://www.jimms.fi/fi/Product/Show/160355/4711173875611/seasonic-750w-connect-ssr-750fa-modulaarinen-atx-virtalahde-80-plus-gold-musta,129.9,750w connect ssr-750fa,Seasonic,PSU_275193-ig800gg.jpg,https://ic.jimms.fi/product/9/6/275193-ig800gg.jpg,True,80 plus gold,Fully modular,140 x 150 x 86 mm
159,https://www.jimms.fi/fi/Product/Show/193174/prime-tx-1300-atx30/seasonic-1300w-prime-tx-1300-atx-3-0-virtalahde-80-plus-titanium-musta,519.9,1300w prime tx-1300 atx 3.0 -virtalähde,Seasonic,PSU_461893-ig800gg.jpg,https://ic.jimms.fi/product/9/6/461893-ig800gg.jpg,,Titanium,Fully modular,210 x 150 x 86 mm
